Target_genes	SOX9|Average	SRX718108|hESC_derived_pancreatic_cells	SRX4065343|hESC_derived_retinal_cells	SRX4065344|hESC_derived_retinal_cells	SRX4065345|hESC_derived_retinal_cells	SRX4065346|hESC_derived_retinal_cells	SRX4065347|hESC_derived_retinal_cells	SRX4065348|hESC_derived_retinal_cells	SRX768290|HT-29	SRX359919|LoVo	SRX1510444|VCaP	STRING
IRS1	10.100000	0	0	0	0	0	0	0	101	0	0	0
IGFBP3	10.100000	0	0	0	0	0	0	0	0	0	101	0
FAXDC2	10.100000	0	0	0	0	0	0	0	101	0	0	0
ELF1	10.100000	0	0	0	0	0	0	0	101	0	0	0
DNAJB4	10.100000	0	0	0	0	0	0	0	101	0	0	0
DACT3	10.100000	0	0	0	0	0	0	0	101	0	0	0
CPEB4	10.100000	0	0	0	0	0	0	0	101	0	0	0
CNOT8	10.100000	0	0	0	0	0	0	0	101	0	0	0
C1orf210	10.100000	0	0	0	0	0	0	0	101	0	0	0
ATP2A2	10.100000	0	0	0	0	0	0	0	101	0	0	0
ASAH2B	10.100000	0	0	0	0	0	0	0	0	101	0	0
ZNF641	10.000000	0	0	0	0	0	0	0	100	0	0	0
ZNF527	10.000000	0	0	0	0	0	0	0	100	0	0	0
ZNF517	10.000000	0	0	0	0	0	0	0	100	0	0	0
ZNF34	10.000000	0	0	0	0	0	0	0	100	0	0	0
ZNF142	10.000000	0	0	0	0	0	0	0	100	0	0	0
VAV3	10.000000	0	0	0	0	0	0	0	0	0	100	0
TMEM114	10.000000	0	0	0	0	0	0	0	0	100	0	0
TINF2	10.000000	0	0	0	0	0	0	0	0	100	0	0
TBC1D12	10.000000	0	0	0	0	0	0	0	100	0	0	0
STAG1	10.000000	0	0	0	0	0	0	0	0	100	0	0
SPDL1	10.000000	0	0	0	0	0	0	0	100	0	0	0
SNX27	10.000000	0	0	0	0	0	0	0	100	0	0	0
SMYD4	10.000000	0	0	0	0	0	0	0	100	0	0	0
SLX4	10.000000	0	0	0	0	0	0	0	100	0	0	0
SLC31A1	10.000000	0	0	0	0	0	0	0	100	0	0	0
RSRP1	10.000000	0	0	0	0	0	0	0	100	0	0	0
RPL8	10.000000	0	0	0	0	0	0	0	100	0	0	0
RPA1	10.000000	0	0	0	0	0	0	0	100	0	0	0
NEDD8-MDP1	10.000000	0	0	0	0	0	0	0	0	100	0	0
NEDD8	10.000000	0	0	0	0	0	0	0	0	100	0	0
GOLGA8Q	10.000000	0	0	0	0	0	0	0	100	0	0	0
GMPR2	10.000000	0	0	0	0	0	0	0	0	100	0	0
FNDC1	10.000000	0	0	0	0	0	0	0	0	0	100	0
FKBP15	10.000000	0	0	0	0	0	0	0	100	0	0	0
DDX3X	10.000000	0	0	0	0	0	0	0	0	100	0	0
CUL4B	10.000000	0	0	0	0	0	0	0	0	100	0	0
C5orf63	10.000000	0	0	0	0	0	0	0	100	0	0	0
C1orf74	10.000000	0	0	0	0	0	0	0	100	0	0	0
BCS1L	10.000000	0	0	0	0	0	0	0	100	0	0	0
ASPH	10.000000	0	0	0	0	0	0	0	100	0	0	0
APOC3	10.000000	0	0	0	0	0	0	0	100	0	0	0
APOA1	10.000000	0	0	0	0	0	0	0	100	0	0	0
AIFM3	10.000000	0	0	0	0	0	0	0	100	0	0	0
ZNF56	9.900000	0	0	0	0	0	0	0	99	0	0	0
ZNF544	9.900000	0	0	0	0	0	0	0	99	0	0	0
ZNF264	9.900000	0	0	0	0	0	0	0	99	0	0	0
ZNF200	9.900000	0	0	0	0	0	0	0	0	99	0	0
TLX2	9.900000	0	0	0	0	0	0	0	0	99	0	0
TANC1	9.900000	0	0	0	0	0	0	0	99	0	0	0
SRSF5	9.900000	0	0	0	0	0	0	0	0	99	0	0
SLC38A2	9.900000	0	0	0	0	0	0	0	0	99	0	0
SLC25A44	9.900000	0	0	0	0	0	0	0	99	0	0	0
RESF1	9.900000	0	0	0	0	0	0	0	99	0	0	0
RB1	9.900000	0	0	0	0	0	0	0	99	0	0	0
PCGF1	9.900000	0	0	0	0	0	0	0	0	99	0	0
NUB1	9.900000	0	0	0	0	0	0	0	99	0	0	0
MTNR1A	9.900000	99	0	0	0	0	0	0	0	0	0	0
MTMR10	9.900000	0	0	0	0	0	0	0	99	0	0	0
MRFAP1	9.900000	0	0	0	0	0	0	0	99	0	0	0
MAFA	9.900000	0	0	0	0	0	0	0	99	0	0	0
LONRF3	9.900000	0	0	0	0	0	0	0	99	0	0	0
LMBRD1	9.900000	0	0	0	0	0	0	0	99	0	0	0
LGALS7B	9.900000	0	0	0	0	0	0	0	99	0	0	0
LBX2	9.900000	0	0	0	0	0	0	0	0	99	0	0
IQGAP1	9.900000	0	0	0	0	0	0	0	99	0	0	0
INCA1	9.900000	0	0	0	0	0	0	0	0	99	0	0
HSPB2	9.900000	0	0	0	0	0	0	0	99	0	0	0
HRH1	9.900000	0	0	0	0	0	0	0	0	99	0	0
HES7	9.900000	0	0	0	0	0	0	0	0	99	0	0
GCNT3	9.900000	0	0	0	0	0	0	0	0	99	0	0
CTF1	9.900000	0	0	0	0	0	0	0	99	0	0	0
CRYAB	9.900000	0	0	0	0	0	0	0	99	0	0	0
CHN2	9.900000	0	0	0	0	0	0	0	0	99	0	0
CAPN5	9.900000	0	0	0	0	0	0	0	99	0	0	0
CAMTA2	9.900000	0	0	0	0	0	0	0	0	99	0	0
C13orf46	9.900000	0	0	0	0	0	0	0	0	99	0	0
C11orf52	9.900000	0	0	0	0	0	0	0	99	0	0	0
BTNL8	9.900000	0	0	0	0	0	0	0	0	99	0	0
BTC	9.900000	0	0	0	0	0	0	0	99	0	0	0
BCL7C	9.900000	0	0	0	0	0	0	0	99	0	0	0
ANKRD50	9.900000	0	0	0	0	0	0	0	0	99	0	0
ALOXE3	9.900000	0	0	0	0	0	0	0	0	99	0	0
ZNF70	9.800000	0	0	0	0	0	0	0	0	98	0	0
ZNF503	9.800000	0	0	0	0	0	0	0	98	0	0	0
WDR5	9.800000	0	0	0	0	0	0	0	98	0	0	0
VPREB3	9.800000	0	0	0	0	0	0	0	0	98	0	0
TMED10	9.800000	0	0	0	0	0	0	0	98	0	0	0
TERF1	9.800000	0	0	0	0	0	0	0	98	0	0	0
TEF	9.800000	0	0	0	0	0	0	0	0	98	0	0
TBC1D2B	9.800000	0	0	0	0	0	0	0	0	98	0	0
SULT6B1	9.800000	0	0	0	0	0	0	0	0	98	0	0
STX3	9.800000	0	0	0	0	0	0	0	98	0	0	0
SRC	9.800000	0	0	0	0	0	0	0	98	0	0	0
SLC25A37	9.800000	0	0	0	0	0	0	0	0	98	0	0
SIL1	9.800000	0	0	0	0	0	0	0	98	0	0	0
SGMS2	9.800000	0	0	0	0	0	0	0	98	0	0	0
RPS27A	9.800000	0	0	0	0	0	0	0	98	0	0	0
RALBP1	9.800000	0	0	0	0	0	0	0	98	0	0	0
RABL3	9.800000	0	0	0	0	0	0	0	98	0	0	0
PTK2	9.800000	0	0	0	0	0	0	0	98	0	0	0
PPME1	9.800000	0	0	0	0	0	0	0	98	0	0	0
PKP3	9.800000	0	0	0	0	0	0	0	0	98	0	0
MOG	9.800000	0	0	0	0	0	0	0	0	98	0	0
MICU1	9.800000	0	0	0	0	0	0	0	0	98	0	0
IVNS1ABP	9.800000	0	0	0	0	0	0	0	98	0	0	0
HEBP2	9.800000	0	0	0	0	0	0	0	98	0	0	0
H2AB3	9.800000	0	0	0	0	0	0	0	98	0	0	0
H2AB2	9.800000	0	0	0	0	0	0	0	98	0	0	0
H2AB1	9.800000	0	0	0	0	0	0	0	98	0	0	0
GTF2E1	9.800000	0	0	0	0	0	0	0	98	0	0	0
GPT	9.800000	0	0	0	0	0	0	0	0	98	0	0
FGF12	9.800000	0	0	0	0	0	0	0	0	0	98	0
F8A3	9.800000	0	0	0	0	0	0	0	98	0	0	0
F8A2	9.800000	0	0	0	0	0	0	0	98	0	0	0
F8A1	9.800000	0	0	0	0	0	0	0	98	0	0	0
F8	9.800000	0	0	0	0	0	0	0	98	0	0	0
DGKA	9.800000	0	0	0	0	0	0	0	0	98	0	0
CSNK1E	9.800000	0	0	0	0	0	0	0	0	98	0	0
CRK	9.800000	0	0	0	0	0	0	0	98	0	0	0
CLHC1	9.800000	0	0	0	0	0	0	0	98	0	0	0
CEP20	9.800000	0	0	0	0	0	0	0	98	0	0	0
CEBPZOS	9.800000	0	0	0	0	0	0	0	0	98	0	0
C2CD3	9.800000	0	0	0	0	0	0	0	98	0	0	0
BCAS2	9.800000	0	0	0	0	0	0	0	98	0	0	0
AZIN1	9.800000	0	0	0	0	0	0	0	98	0	0	0
ATP6V0A2	9.800000	0	0	0	0	0	0	0	98	0	0	0
ZMAT5	9.700000	0	0	0	0	0	0	0	97	0	0	0
ZBTB37	9.700000	0	0	0	0	0	0	0	0	97	0	0
XRCC5	9.700000	0	0	0	0	0	0	0	97	0	0	0
UQCR10	9.700000	0	0	0	0	0	0	0	97	0	0	0
TEX19	9.700000	97	0	0	0	0	0	0	0	0	0	0
SRD5A2	9.700000	0	0	0	0	0	0	0	0	0	97	0
SPDYE6	9.700000	0	0	0	0	0	0	0	97	0	0	0
SEC23B	9.700000	0	0	0	0	0	0	0	97	0	0	0
SCEL	9.700000	0	0	0	0	0	0	0	97	0	0	0
RNF19B	9.700000	0	0	0	0	0	0	0	97	0	0	0
PTS	9.700000	0	0	0	0	0	0	0	97	0	0	0
PSMD5	9.700000	0	0	0	0	0	0	0	97	0	0	0
PRKAA1	9.700000	0	0	0	0	0	0	0	97	0	0	0
POLR2B	9.700000	0	0	0	0	0	0	0	0	97	0	0
POGK	9.700000	0	0	0	0	0	0	0	97	0	0	0
PLAC1	9.700000	0	0	0	0	0	0	0	97	0	0	0
PIGH	9.700000	0	0	0	0	0	0	0	97	0	0	0
PCBP4	9.700000	0	0	0	0	0	0	0	97	0	0	0
PAQR3	9.700000	0	0	0	0	0	0	0	97	0	0	0
PAK6	9.700000	0	0	0	0	0	0	0	97	0	0	0
NOA1	9.700000	0	0	0	0	0	0	0	0	97	0	0
NLRC5	9.700000	0	0	0	0	0	0	0	0	0	97	0
NDUFS5	9.700000	0	0	0	0	0	0	0	0	97	0	0
MSX2	9.700000	0	0	0	0	0	0	0	0	0	97	0
MRPL37	9.700000	0	0	0	0	0	0	0	97	0	0	0
LOC100289561	9.700000	0	0	0	0	0	0	0	97	0	0	0
GSAP	9.700000	0	0	0	0	0	0	0	0	97	0	0
CYB5RL	9.700000	0	0	0	0	0	0	0	97	0	0	0
CORO1C	9.700000	0	0	0	0	0	0	0	97	0	0	0
CLASRP	9.700000	0	0	0	0	0	0	0	97	0	0	0
CCDC74A	9.700000	0	0	0	0	0	0	0	97	0	0	0
CALN1	9.700000	0	0	0	0	0	0	0	0	0	97	0
AJAP1	9.700000	0	0	0	0	0	0	0	0	0	97	0
ADGRE2	9.700000	0	0	0	0	0	0	0	0	97	0	0
ADARB1	9.700000	0	0	0	0	0	0	0	0	0	97	0
ZNF286A	9.600000	0	0	0	0	0	0	0	0	96	0	0
ZNF239	9.600000	0	0	0	0	0	0	0	96	0	0	0
YIPF6	9.600000	0	0	0	0	0	0	0	96	0	0	0
WNT5A	9.600000	0	0	0	0	0	0	0	0	0	96	0
WIPF1	9.600000	0	0	0	0	0	0	0	0	0	96	0
USP19	9.600000	0	0	0	0	0	0	0	0	96	0	0
UQCR11	9.600000	0	0	0	0	0	0	0	0	96	0	0
UBE2D3	9.600000	0	0	0	0	0	0	0	0	96	0	0
TMEM144	9.600000	0	0	0	0	0	0	0	96	0	0	0
SIM2	9.600000	0	0	0	0	0	0	0	0	96	0	0
SEC11C	9.600000	0	0	0	0	0	0	0	96	0	0	0
RWDD3	9.600000	0	0	0	0	0	0	0	96	0	0	0
ROR1	9.600000	0	0	0	0	0	0	0	96	0	0	0
RCOR3	9.600000	0	0	0	0	0	0	0	96	0	0	0
RAB4A	9.600000	0	0	0	0	0	0	0	96	0	0	0
PSAP	9.600000	0	0	0	0	0	0	0	96	0	0	0
PRKCD	9.600000	0	0	0	0	0	0	0	96	0	0	0
PPP1R27	9.600000	0	0	0	0	0	0	0	96	0	0	0
NTRK2	9.600000	0	0	0	0	96	0	0	0	0	0	0
NFATC3	9.600000	0	0	0	0	0	0	0	96	0	0	0
MYDGF	9.600000	0	0	0	0	0	0	0	96	0	0	0
MRPL54	9.600000	0	0	0	0	0	0	0	96	0	0	0
MCRIP1	9.600000	0	0	0	0	0	0	0	96	0	0	0
KCNK12	9.600000	0	0	0	0	0	0	0	0	0	96	0
GPR107	9.600000	0	0	0	0	0	0	0	96	0	0	0
DLGAP5	9.600000	0	0	0	0	0	0	0	96	0	0	0
C5orf24	9.600000	0	0	0	0	0	0	0	96	0	0	0
ARFGEF1	9.600000	0	0	0	0	0	0	0	96	0	0	0
APBA3	9.600000	0	0	0	0	0	0	0	96	0	0	0
AKNAD1	9.600000	0	0	0	0	0	0	0	0	96	0	0
ZNF184	9.500000	0	0	0	0	0	0	0	95	0	0	0
ZBED4	9.500000	0	0	0	0	0	0	0	0	95	0	0
YPEL3	9.500000	0	0	0	0	0	0	0	0	95	0	0
TCF7L2	9.500000	0	0	0	0	0	0	0	95	0	0	0
TBX6	9.500000	0	0	0	0	0	0	0	0	95	0	0
TAP2	9.500000	0	0	0	0	0	0	0	0	95	0	0
SPINT1	9.500000	0	0	0	0	0	0	0	95	0	0	0
SLC35A2	9.500000	0	0	0	0	0	0	0	95	0	0	0
SHISA3	9.500000	0	0	0	0	0	0	0	0	0	95	0
SCAPER	9.500000	0	0	0	0	0	0	0	0	95	0	0
RPL37A	9.500000	0	0	0	0	0	0	0	0	95	0	0
RNF115	9.500000	0	0	0	0	0	0	0	95	0	0	0
RALGDS	9.500000	0	0	0	0	0	0	0	95	0	0	0
PRR14L	9.500000	0	0	0	0	0	0	0	95	0	0	0
POLR3C	9.500000	0	0	0	0	0	0	0	95	0	0	0
PIM2	9.500000	0	0	0	0	0	0	0	95	0	0	0
PEAK1	9.500000	0	0	0	0	0	0	0	0	95	0	0
PCBP3	9.500000	0	0	0	0	0	0	0	0	95	0	0
PATL1	9.500000	0	0	0	0	0	0	0	95	0	0	0
PABPC1L	9.500000	0	0	0	0	0	0	0	95	0	0	0
MVB12A	9.500000	0	0	0	0	0	0	0	95	0	0	0
MSRB2	9.500000	0	0	0	0	0	0	0	95	0	0	0
LYPD6B	9.500000	0	0	0	0	0	0	0	95	0	0	0
LY6G5B	9.500000	0	0	0	0	0	0	0	95	0	0	0
KRT31	9.500000	0	0	0	0	0	0	0	95	0	0	0
KBTBD7	9.500000	0	0	0	0	0	0	0	95	0	0	0
HMG20A	9.500000	0	0	0	0	0	0	0	0	95	0	0
GPANK1	9.500000	0	0	0	0	0	0	0	95	0	0	0
ELAC1	9.500000	0	0	0	0	0	0	0	95	0	0	0
DEPDC5	9.500000	0	0	0	0	0	0	0	95	0	0	0
CXCL1	9.500000	0	0	0	0	0	0	0	95	0	0	0
CSNK2B	9.500000	0	0	0	0	0	0	0	95	0	0	0
CACUL1	9.500000	0	0	0	0	0	0	0	0	95	0	0
ZNF839	9.400000	0	0	0	0	0	0	0	94	0	0	0
XPO5	9.400000	0	0	0	0	0	0	0	0	94	0	0
TTBK1	9.400000	0	0	0	0	0	0	0	94	0	0	0
TMEM258	9.400000	0	0	0	0	0	0	0	94	0	0	0
THAP7	9.400000	0	0	0	0	0	0	0	94	0	0	0
SH3BGRL3	9.400000	0	0	0	0	0	0	0	94	0	0	0
SEMA3F	9.400000	0	0	0	0	0	0	0	0	0	94	0
RPUSD3	9.400000	0	0	0	0	0	0	0	0	94	0	0
RMDN1	9.400000	0	0	0	0	0	0	0	0	94	0	0
POLH	9.400000	0	0	0	0	0	0	0	0	94	0	0
PIAS1	9.400000	0	0	0	0	0	0	0	94	0	0	0
PDLIM7	9.400000	0	0	0	0	0	0	0	0	94	0	0
PDCL3	9.400000	0	0	0	0	0	0	0	94	0	0	0
NMRAL1	9.400000	0	0	0	0	0	0	0	0	94	0	0
NARS2	9.400000	0	0	0	0	0	0	0	94	0	0	0
MATR3	9.400000	0	0	0	0	0	0	0	0	94	0	0
HMOX2	9.400000	0	0	0	0	0	0	0	0	94	0	0
HLA-DMA	9.400000	0	0	0	0	0	0	0	94	0	0	0
HIBCH	9.400000	0	0	0	0	0	0	0	94	0	0	0
HES4	9.400000	0	0	0	0	0	0	0	94	0	0	0
GIMAP8	9.400000	0	0	0	0	0	0	0	94	0	0	0
FERMT1	9.400000	0	0	0	0	0	0	0	94	0	0	0
FEN1	9.400000	0	0	0	0	0	0	0	94	0	0	0
FAM86B1	9.400000	0	0	0	0	0	0	0	0	94	0	0
CUL3	9.400000	0	0	0	0	0	0	0	94	0	0	0
CPNE3	9.400000	0	0	0	0	0	0	0	0	94	0	0
CLN6	9.400000	0	0	0	0	0	0	0	94	0	0	0
CC2D1B	9.400000	0	0	0	0	0	0	0	0	94	0	0
CALML4	9.400000	0	0	0	0	0	0	0	94	0	0	0
BTAF1	9.400000	0	0	0	0	0	0	0	94	0	0	0
ARG2	9.400000	0	0	0	0	0	0	0	0	94	0	0
AQP11	9.400000	0	0	0	0	0	0	0	0	94	0	0
ANTXR2	9.400000	0	0	0	0	0	0	0	0	94	0	0
ANKS6	9.400000	0	0	0	0	0	0	0	0	94	0	0
AKAP10	9.400000	0	0	0	0	0	0	0	94	0	0	0
ACO1	9.400000	0	0	0	0	0	0	0	0	94	0	0
ZNF692	9.300000	0	0	0	0	0	0	0	93	0	0	0
ZNF227	9.300000	0	0	0	0	0	0	0	93	0	0	0
TLL2	9.300000	0	0	0	0	0	0	0	0	93	0	0
TIPRL	9.300000	0	0	0	0	0	0	0	0	93	0	0
TAF1D	9.300000	0	0	0	0	0	0	0	93	0	0	0
SERAC1	9.300000	0	0	0	0	0	0	0	0	93	0	0
RXYLT1	9.300000	0	0	0	0	0	0	0	0	93	0	0
RABEPK	9.300000	0	0	0	0	0	0	0	93	0	0	0
RAB3C	9.300000	0	0	0	0	0	0	0	0	93	0	0
PSMC3	9.300000	0	0	0	0	0	0	0	93	0	0	0
MRAS	9.300000	0	0	0	0	0	0	0	0	0	93	0
LAMA3	9.300000	0	0	0	0	0	0	0	0	93	0	0
GTF2H5	9.300000	0	0	0	0	0	0	0	0	93	0	0
GBE1	9.300000	0	0	0	0	0	0	0	0	93	0	0
FAM174C	9.300000	0	0	0	0	0	0	0	0	93	0	0
ELP6	9.300000	0	0	0	0	0	0	0	93	0	0	0
EBPL	9.300000	0	0	0	0	0	0	0	93	0	0	0
DAP	9.300000	0	0	0	0	0	0	0	93	0	0	0
C11orf54	9.300000	0	0	0	0	0	0	0	93	0	0	0
ZRANB2	9.200000	0	0	0	0	0	0	0	92	0	0	0
ZMYM1	9.200000	0	0	0	0	0	0	0	92	0	0	0
ZC3H4	9.200000	0	0	0	0	0	0	0	92	0	0	0
UCN2	9.200000	0	0	0	0	0	0	0	92	0	0	0
TNNC2	9.200000	0	0	0	0	0	0	0	92	0	0	0
TMEM184C	9.200000	0	0	0	0	0	0	0	0	92	0	0
TERF2IP	9.200000	0	0	0	0	0	0	0	92	0	0	0
STX19	9.200000	0	0	0	0	0	0	0	92	0	0	0
STK36	9.200000	0	0	0	0	0	0	0	92	0	0	0
STK25	9.200000	0	0	0	0	0	0	0	92	0	0	0
SRRM2	9.200000	0	0	0	0	0	0	0	92	0	0	0
SNX21	9.200000	0	0	0	0	0	0	0	92	0	0	0
SETD1B	9.200000	0	0	0	0	0	0	0	92	0	0	0
RNF25	9.200000	0	0	0	0	0	0	0	92	0	0	0
RETREG1	9.200000	0	0	0	0	0	0	0	92	0	0	0
PSCA	9.200000	0	0	0	0	0	0	0	92	0	0	0
PFKFB4	9.200000	0	0	0	0	0	0	0	92	0	0	0
MED10	9.200000	0	0	0	0	0	0	0	92	0	0	0
MARK3	9.200000	0	0	0	0	0	0	0	92	0	0	0
MAP3K20	9.200000	0	0	0	0	0	0	0	92	0	0	0
LZTS3	9.200000	0	0	0	0	0	0	0	0	92	0	0
LOC389602	9.200000	0	0	0	0	0	0	0	92	0	0	0
LDAH	9.200000	0	0	0	0	0	0	0	0	92	0	0
KARS1	9.200000	0	0	0	0	0	0	0	92	0	0	0
JADE3	9.200000	0	0	0	0	0	0	0	92	0	0	0
H3C12	9.200000	0	0	0	0	0	0	0	0	0	92	0
FHL2	9.200000	0	0	0	0	0	0	0	92	0	0	0
FAM81A	9.200000	0	0	0	0	0	0	0	92	0	0	0
ETFRF1	9.200000	0	0	0	0	0	0	0	92	0	0	0
ENDOV	9.200000	0	0	0	0	0	0	0	92	0	0	0
DESI2	9.200000	0	0	0	0	0	0	0	92	0	0	0
CXCL12	9.200000	0	0	0	0	0	0	0	0	0	92	0
CORO1A	9.200000	0	0	0	0	0	0	0	0	92	0	0
ATIC	9.200000	0	0	0	0	0	0	0	92	0	0	0
AMPH	9.200000	0	0	0	0	0	0	0	0	0	92	0
ADRA1B	9.200000	0	0	0	0	0	0	0	0	0	92	0
ACOT11	9.200000	0	0	0	0	0	0	0	92	0	0	0
ZNF214	9.100000	0	0	0	0	0	0	0	91	0	0	0
ZBTB2	9.100000	0	0	0	0	0	0	0	91	0	0	0
VMA21	9.100000	0	0	0	0	0	0	0	91	0	0	0
TMEM51	9.100000	0	0	0	0	0	0	0	91	0	0	0
THBS1	9.100000	0	0	0	0	0	0	0	91	0	0	0
SEL1L2	9.100000	0	0	0	0	0	0	0	91	0	0	0
RIPK4	9.100000	0	0	0	0	0	0	0	91	0	0	0
PROSER1	9.100000	0	0	0	0	0	0	0	91	0	0	0
PRKAG1	9.100000	0	0	0	0	0	0	0	0	91	0	0
PLPP3	9.100000	0	0	0	0	0	0	0	91	0	0	0
OXA1L	9.100000	0	0	0	0	0	0	0	91	0	0	0
OSBPL3	9.100000	0	0	0	0	0	0	0	91	0	0	0
NPTN	9.100000	0	0	0	0	0	0	0	0	91	0	0
NLRP14	9.100000	0	0	0	0	0	0	0	91	0	0	0
NHLRC3	9.100000	0	0	0	0	0	0	0	91	0	0	0
MRTFA	9.100000	0	0	0	0	0	0	0	91	0	0	0
MACROD2	9.100000	0	0	0	0	0	0	0	91	0	0	0
LCOR	9.100000	0	0	0	0	0	0	0	91	0	0	0
ITPR2	9.100000	0	0	0	0	0	0	0	91	0	0	0
GATA3	9.100000	0	0	0	0	0	0	0	0	0	91	0
GALNT12	9.100000	0	0	0	0	0	0	0	91	0	0	0
EML4	9.100000	0	0	0	0	0	0	0	91	0	0	0
EFNA4	9.100000	0	0	0	0	0	0	0	91	0	0	0
CRY1	9.100000	0	0	0	0	0	0	0	91	0	0	0
CFAP69	9.100000	0	0	0	0	0	0	0	91	0	0	0
ZBED9	9.000000	0	0	0	0	0	0	0	90	0	0	0
YAE1	9.000000	0	0	0	0	0	0	0	0	90	0	0
TSC2	9.000000	0	0	0	0	0	0	0	90	0	0	0
TRAPPC2	9.000000	0	0	0	0	0	0	0	0	90	0	0
TMEM205	9.000000	0	0	0	0	0	0	0	90	0	0	0
TIMM44	9.000000	0	0	0	0	0	0	0	0	90	0	0
TEX9	9.000000	0	0	0	0	0	0	0	90	0	0	0
TBCA	9.000000	0	0	0	0	0	0	0	0	90	0	0
TAOK2	9.000000	0	0	0	0	0	0	0	0	90	0	0
TAOK1	9.000000	0	0	0	0	0	0	0	90	0	0	0
SUPT3H	9.000000	0	0	0	0	0	0	0	0	90	0	0
SPECC1	9.000000	0	0	0	0	0	0	0	90	0	0	0
SDC1	9.000000	0	0	0	0	0	0	0	0	90	0	0
RPGRIP1L	9.000000	0	0	0	0	0	0	0	90	0	0	0
RBL2	9.000000	0	0	0	0	0	0	0	0	90	0	0
RAB3D	9.000000	0	0	0	0	0	0	0	90	0	0	0
OFD1	9.000000	0	0	0	0	0	0	0	0	90	0	0
NTM	9.000000	0	0	0	0	0	0	0	0	0	90	0
NTHL1	9.000000	0	0	0	0	0	0	0	90	0	0	0
NFU1	9.000000	0	0	0	0	0	0	0	0	90	0	0
NFE2L3	9.000000	0	0	0	0	0	0	0	90	0	0	0
LSM10	9.000000	0	0	0	0	0	0	0	90	0	0	0
IFT88	9.000000	0	0	0	0	0	0	0	90	0	0	0
HTRA4	9.000000	0	0	0	0	0	0	0	0	0	90	0
HPS3	9.000000	0	0	0	0	0	0	0	90	0	0	0
FTO	9.000000	0	0	0	0	0	0	0	90	0	0	0
FCMR	9.000000	90	0	0	0	0	0	0	0	0	0	0
FANK1	9.000000	0	0	0	0	0	0	0	90	0	0	0
DSE	9.000000	0	0	0	0	0	0	0	0	0	90	0
CRYBA2	9.000000	0	0	0	0	0	0	0	90	0	0	0
CREG1	9.000000	0	0	0	0	0	0	0	90	0	0	0
CEP57L1	9.000000	0	0	0	0	0	0	0	0	90	0	0
CCDC159	9.000000	0	0	0	0	0	0	0	90	0	0	0
CCDC125	9.000000	0	0	0	0	0	0	0	90	0	0	0
ATP10A	9.000000	0	0	0	0	0	0	0	0	0	90	0
AGO1	9.000000	0	0	0	0	0	0	0	90	0	0	0
ACTN4	9.000000	0	0	0	0	0	0	0	90	0	0	0
ZNF28	8.900000	0	0	0	0	0	0	0	89	0	0	0
ZNF133	8.900000	0	0	0	0	0	0	0	89	0	0	0
ZBTB14	8.900000	0	0	0	0	0	0	0	89	0	0	0
USP9X	8.900000	0	0	0	0	0	0	0	89	0	0	0
UGGT2	8.900000	0	0	0	0	0	0	0	89	0	0	0
UBA6	8.900000	0	0	0	0	0	0	0	89	0	0	0
SSB	8.900000	0	0	0	0	0	0	0	89	0	0	0
SLC35B3	8.900000	0	0	0	0	0	0	0	0	89	0	0
SIKE1	8.900000	0	0	0	0	0	0	0	0	89	0	0
SERGEF	8.900000	0	0	0	0	0	0	0	89	0	0	0
RNF43	8.900000	0	0	0	0	0	0	0	89	0	0	0
PAQR9	8.900000	0	0	0	0	0	0	0	0	0	89	0
NME7	8.900000	0	0	0	0	0	0	0	89	0	0	0
NFKBID	8.900000	0	0	0	0	0	0	0	89	0	0	0
MANSC4	8.900000	0	0	0	0	0	0	0	89	0	0	0
LOC400499	8.900000	0	0	0	0	0	0	0	89	0	0	0
KLHL42	8.900000	0	0	0	0	0	0	0	89	0	0	0
KCNK5	8.900000	0	0	0	0	0	0	0	89	0	0	0
HCST	8.900000	0	0	0	0	0	0	0	89	0	0	0
FBXW11	8.900000	0	0	0	0	0	0	0	0	89	0	0
EFCAB14	8.900000	0	0	0	0	0	0	0	89	0	0	0
DDX59	8.900000	0	0	0	0	0	0	0	89	0	0	0
CRYL1	8.900000	0	0	0	0	0	0	0	89	0	0	0
CCK	8.900000	0	0	0	0	0	0	0	89	0	0	0
BLZF1	8.900000	0	0	0	0	0	0	0	89	0	0	0
AP5B1	8.900000	0	0	0	0	0	0	0	89	0	0	0
ACSF2	8.900000	0	0	0	0	0	0	0	89	0	0	0
ZBTB12	8.800000	0	0	0	0	0	0	0	88	0	0	0
WDR5B	8.800000	0	0	0	0	0	0	0	88	0	0	0
TMF1	8.800000	0	0	0	0	0	0	0	0	88	0	0
SLC31A2	8.800000	0	0	0	0	0	0	0	88	0	0	0
SEC61B	8.800000	0	0	0	0	0	0	0	0	88	0	0
RTCA	8.800000	0	0	0	0	0	0	0	0	88	0	0
RASAL2	8.800000	0	0	0	0	0	0	0	88	0	0	0
POLE4	8.800000	0	0	0	0	0	0	0	88	0	0	0
PBRM1	8.800000	0	0	0	0	0	0	0	0	88	0	0
PARP9	8.800000	0	0	0	0	0	0	0	88	0	0	0
OAT	8.800000	0	0	0	0	0	0	0	88	0	0	0
OAS3	8.800000	0	0	0	0	0	0	0	88	0	0	0
MEP1A	8.800000	0	0	0	0	0	0	0	0	88	0	0
MED17	8.800000	0	0	0	0	0	0	0	0	88	0	0
